"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"208406825450741760","","","","","2012-06-01 03:57:13 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Whoa.

http://t.co/90QxRtPX","http://share.manikrathee.com/2O370U16262c1B043W1r"
"207658386144231424","","","207651002868957184","232851192","2012-05-30 02:23:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @theonlyadult: @barackObama wasn't born in Amercia. http://t.co/s3bxqaHN","http://twitter.com/theonlyadult/status/207651002868957184/photo/1"
"207658262403878913","","","207654316503351296","14069365","2012-05-30 02:22:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @lauraolin: At least it wasn't the Untied States of America?"
"207658147039555584","","","207656306549592064","37340158","2012-05-30 02:22:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @josh_higgins: #Amercia the beautiful."
"207643775256887296","","","","","2012-05-30 01:25:08 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Archive - ""Websites are evolving from ?eye-candy with some  content? to content-focused, device-agnostic experiences""

http://t.co/7te5nwJ2","http://blog.manikrathee.com/2011/11/23/experiments-responsive-design-and-general-merryment/"
"207186878481432576","","","207169869152653312","158865339","2012-05-28 19:09:35 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @FastCoDesign: A Proposal To Give NYC Two Things It Lacks: Canals And A Waterfront Boardwalk http://t.co/7BrW1qFr","http://bit.ly/IviP6K"
"206726906438107136","","","206724927770984448","10876852","2012-05-27 12:41:49 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @TheNextWeb: This bartender is the most amazing video you'll watch today [Video] http://t.co/eUoovcPQ by @BradMcCarty","http://tnw.to/1EZzZ"
"206724784246112256","","","206603738608177152","69655255","2012-05-27 12:33:23 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @pornelski: Here?s an idea: configure ?out of office? autoresponder to reply ?LOL? to every e-mail."
"206516305313005568","","","","","2012-05-26 22:44:58 +0000","<a href=""http://reederapp.com"" rel=""nofollow"">Reeder</a>","Photographer Threatened with Lawsuit After Protecting His Copyright - http://t.co/f4Zk6sJt","http://j.mp/Kr1ESV"
"206481425233477632","","","206386191363342337","221892875","2012-05-26 20:26:22 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @twostepmedia: Schr?dinger's cat applied to web development: If I don't look at it in Internet Explorer then there's a chance it look ..."
"206481290818625536","","","206407998036393984","793830","2012-05-26 20:25:50 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @chriscoyier: Here's a quick way to put favicons of external sites next to links http://t.co/ZhQtQd5d","http://jsfiddle.net/chriscoyier/6Vg7t/3/"
"206398319025602560","","","","","2012-05-26 14:56:08 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","#paris http://t.co/F6YkUFvu","http://share.manikrathee.com/3D3d011d2a2B3b0N3O40"
"206370485204815873","","","204673110576873472","136300373","2012-05-26 13:05:32 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @FixAaron: Obama: As president, ""you?re job is not to simply maximize profits. Your job is to make sure everyone has a fair shot.?"
"206368756023300096","","128257686","","","2012-05-26 12:58:40 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@superbiate indeed-we should have connected sooner. It has been a pleasure working with another creative. Looking forward to the next stage"
"206202807802531841","","","205885583971717121","202278090","2012-05-26 01:59:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @thevrepublic: ARTISTS: It's Back! The open call for Art From the Heart 2012 submissions is happening now!

Open to artists of... htt ..."
"206107996244291584","","","","","2012-05-25 19:42:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","lomo / http://t.co/jBdQO3UG","http://share.manikrathee.com/1C0p2U2P1z3z1V18242m"
"206107837066248192","","","","","2012-05-25 19:41:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","My favorite thing is being in a waiting room while someone makes several phone calls.


On speakerphone."
"206107297225768963","206106639667957760","26080301","","","2012-05-25 19:39:43 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@ryanroche you know me so well"
"206105143417126913","","","","","2012-05-25 19:31:10 +0000","<a href=""http://reederapp.com"" rel=""nofollow"">Reeder</a>","The Way You Sleep http://t.co/Wtz1UTvg","http://j.mp/JRp2vL"
"206101586622156800","","","206100237155172352","14327933","2012-05-25 19:17:02 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @Lis_Smith: More profiles in courage from @MittRomney: ""Romney camp mum on @realDonaldTrump's latest birther comments"" http://t.co/Ta ..."
"206101520477990912","","","206099631476719619","9463382","2012-05-25 19:16:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @aarron: @globalmoxie is showing Adobe Proto, a cool wireframing app for the iPad. #gbpconf http://t.co/H8AGI8tt","http://www.adobe.com/products/proto.html"
"206101476047720449","","","","","2012-05-25 19:16:35 +0000","<a href=""http://reederapp.com"" rel=""nofollow"">Reeder</a>","""The RIAA states to the court that LimeWire should pay them more money than exists in the world"" http://t.co/22jQEzfc","http://j.mp/JRlZ6N"
"206099797332066305","","","206090363633532928","10545","2012-05-25 19:09:55 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @flyosity: Apple Stores to begin selling Nest thermostats. This seems like pretty big news. http://t.co/nuNJveTo","http://www.macrumors.com/2012/05/25/apple-stores-to-sell-nest-thermostat/"
"206049161550905344","","","","","2012-05-25 15:48:42 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","HTML for icon font usage (with a focus on semantics) - http://t.co/oo11DEa8","http://css-tricks.com/html-for-icon-font-usage/"
"206040499960807424","","","","","2012-05-25 15:14:17 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","""Content is not just a writer's problem, it is a design problem. @zeldman explains why in Cognition: http://t.co/ZPQPz5Hk""","http://cog.gd/3vk"
"206028470218797056","","","","","2012-05-25 14:26:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","TweetFuel by @stinkdigital ""An experiment that uses the Nike+ FuelBand to measure the health of our Twitter account.""

http://t.co/YGlCUDYn","http://tweetfuel.stinkdigital.com/"
"206019673672785921","","","206009258746187776","813286","2012-05-25 13:51:32 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @BarackObama: High five. http://t.co/1j0YB39y","http://instagr.am/p/LCNJ1TmuSH/"
"206019589216288770","","","206003270743887874","15949733","2012-05-25 13:51:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @andyrutledge: Responsive design has failed. Um, what? http://t.co/isX5Mf6E Better question: What's next for VentureBeat now that it  ...","http://venturebeat.com/2012/05/22/adaptive-design-has-failed/"
"205759285618151425","","","","","2012-05-24 20:36:51 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Watch teachers give Romney a lesson at his own roundtable about the
importance of class size:
http://t.co/X1uGH0tB","http://www.youtube.com/watch?v=iuu9k1ywo0E&feature=youtu.be"
"205715380843446272","","","205711155916845056","3300","2012-05-24 17:42:23 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @schwa: ""Hey Instagram! Welcome to Facebook! Do you like our new camera app?"""
"205702775487729665","","","","","2012-05-24 16:52:18 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Art From The Heart 2012 has an open call for submissions - http://t.co/wS2eQLU5","http://vanderbiltrepublic.com/"
"205700582965641216","","","","","2012-05-24 16:43:35 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","At first I thought svbtle was cool.

Now i hate seeing the same exact blog design over and over.

Makes me not want to even read the post."
"205688658819428354","","","","","2012-05-24 15:56:12 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Mitt Romney vs Reality - http://t.co/syK5rkMi","http://www.youtube.com/watch?v=dM9DVC7kd7s&feature=share"
"205679633251831808","","818647","","","2012-05-24 15:20:20 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jeremycowart's @visualsupplyco video is fantastic:

http://t.co/11eFjPVr","http://vimeo.com/42717226"
"205677133769609218","","","","","2012-05-24 15:10:24 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Currently listening to 'The Film Sessions 3' by @cameronmoll on @DesignersMX http://t.co/CnTdiwx6","http://designers.mx/#/mixes/listen/the-film-sessions-3"
"205676857553719298","","","","","2012-05-24 15:09:18 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","You?re The Drive: Digital Data Can Now Be Stored In DNA http://t.co/gMzqskB5 via @TPM","http://idealab.talkingpointsmemo.com/2012/05/digital-data-stored-in-dna-stanford.php"
"205313803418734592","","","205302875071586306","14839862","2012-05-23 15:06:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @davatron5000: Switching over to @RWD has improved my math skills 73.06784572%;"
"205313158863269888","","","","","2012-05-23 15:04:06 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","The worst article on mobile design I've read. Written by @peteryared, the CTO of CBS Interactive. http://t.co/jIQE7BT6 (via @flyosity)","http://share.manikrathee.com/0v331h1f3B3r0u3c3V30"
"205260790637408256","","","","","2012-05-23 11:36:00 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Old, but still awesome: ""Scientists Discover The Oldest, Largest Body Of Water In Existence--In Space"" http://t.co/WqizRHDP","http://bit.ly/oIFeIe"
"205236199567269888","","","205229160837283840","15736190","2012-05-23 09:58:17 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @smashingmag: Another CSS/JS technique for responsive tables - http://t.co/Sbp2Vf2E #css #rwd","http://bit.ly/MpUilM"
"205110677449351169","","7212562","","","2012-05-23 01:39:30 +0000","web","@SouthwestAir is amazing. Bc of travel issues, I can't make my flight which is in 6 hrs. 

With a 2 minute call, was given a refund for it."
"205032906412929024","","","205032451536461825","813286","2012-05-22 20:30:28 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @BarackObama: A free Young Americans for Obama bumper (or laptop, or bike) sticker for you?just tell us where to send it: http://t.co ..."
"205030205004324864","205029351392149506","6429502","","","2012-05-22 20:19:44 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@littlelazer blurg."
"205027793258545154","","","205027216877305856","29452677","2012-05-22 20:10:09 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @fstoppers: Filming a 3D High Speed BMW Bike at 1000 fps http://t.co/rT5LMhql","http://fstoppers.com/?p=36838"
"205027328324157440","","","","","2012-05-22 20:08:18 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","""Facebook is not only on course to go bust, but will take the rest of the ad-supported Web with it.""  http://t.co/9j0GdHDm (via @kissane)","http://share.manikrathee.com/221M1W1u0M2e0G3Z1D1M"
"205020713860595712","","","","","2012-05-22 19:42:01 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","5 hour delay in Dublin. Looks like I'll be headed right to work after the flight to Chicago.


Christ."
"204886122499801088","204884880847417344","35702395","","","2012-05-22 10:47:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@nicholasleby ah thanks"
"204884172496580610","","","204830286750547968","12978372","2012-05-22 10:39:27 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @richbradshaw: In case you missed it, CSS variables are now in webkit... http://t.co/D0QOJF5S","http://bit.ly/KfcAUm"
"204883892388368384","204801962812772352","35702395","","","2012-05-22 10:38:21 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@nicholasleby which article?"
"204532097451433984","204524537155567616","18479832","","","2012-05-21 11:20:26 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@alpesh_shah haha thanks"
"204518056611946496","","","","","2012-05-21 10:24:39 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","For my non-facebook using friends: http://t.co/1RB7ZRlJ","http://www.aileenandmanik.com"
"204514095964233728","203982156190593025","430268965","","","2012-05-21 10:08:54 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@RachelKateKate Thanks! :)"
"203977483601715200","203627954293571584","18513755","","","2012-05-19 22:36:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@SeaWolff @oldwestaction @littlelazer see you guys in a couple of days.


? if i ever come back from Paris."
"203977421765095424","203627954293571584","18513755","","","2012-05-19 22:36:21 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@SeaWolff @oldwestaction @littlelazer haha thanks guys. Everything went off without a hitch - could't have wished for it to go smoother."
"203977343650369536","203627484133081089","373542884","","","2012-05-19 22:36:03 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ZachStubenvoll thanks bud!"
"203977322871783424","203626830912167936","6429502","","","2012-05-19 22:35:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@littlelazer :) it was 1am, 1 bar of DSL wifi, and excessive amounts of wine. 

thats what came from it. i'm pretty proud of myself. haha"
"203589223582924800","203586276451041280","18513755","","","2012-05-18 20:53:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@SeaWolff @taylorlecroy Thanks guys!"
"201645663816126464","201626331090399232","26080301","","","2012-05-13 12:10:47 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@ryanroche good luck bud!"
"201645417392373761","","","","","2012-05-13 12:09:48 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Unprecedented Maya Mural Found, Contradicts 2012 ""Doomsday"" Myth http://t.co/oQXjAimk (via @imjustcreative)","http://share.manikrathee.com/3h0U1F0L3M063c2I2q0u"
"201500152962359296","","","201483480721403906","4578","2012-05-13 02:32:34 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @paulsmith: There?s no ?Are you sure?? dialog box when I reset the stopwatch on my Casio wrist band."
"201468804792979456","","","201406532678713344","6735","2012-05-13 00:28:00 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @rsa: This might very well be the most beautiful object I have ever seen. Leica M9, Herm?s edition. http://t.co/wKvZiQcZ","http://vimeo.com/41869140"
"201328383957803009","","","201162445807566848","30402398","2012-05-12 15:10:01 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @ChrisBeller: The @KesslerCrane Low Profile Ball Head is now available http://t.co/8239A81V","http://bit.ly/IzvULS"
"201328320913227777","","","201073968109731840","38000135","2012-05-12 15:09:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @jpobst: Google copying Java for a billion Android phones: $150,000 damages. You copying 1 MP3 file for personal use: $150,000 damages."
"201038089651630081","201037937020903424","504594932","","","2012-05-11 19:56:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@dcovery ah ok, sounds good"
"201032866547761153","201025707894255618","504594932","","","2012-05-11 19:35:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@dcovery Should the download be available in testflight right away? It currently says that my request to be in the beta has been submitted"
"201030170457546753","","","","","2012-05-11 19:25:02 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Big changes to the grid system on my repo.

http://t.co/gR9rvM2K","http://bukk.it/highestfive.gif"
"201026584457658368","201025707894255618","504594932","","","2012-05-11 19:10:47 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@dcovery awesome! hoping I get one soon. Looking forward to checking out the app"
"200964438105391107","","","","","2012-05-11 15:03:50 +0000","<a href=""http://reederapp.com"" rel=""nofollow"">Reeder</a>","SynchroCam Connects Two Smartphones for Synchronized Photos http://t.co/lay0yn8B","http://j.mp/LSWRMW"
"200963750096928769","","","","","2012-05-11 15:01:06 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","#Instacanvas - An app for Instagram artists to buy, sell, and discover art. http://t.co/qeZZtgsU","http://instacanv.as/manikrathee"
"200957272086691840","","","","","2012-05-11 14:35:21 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","?There is no spoon??: Paralyzed fish navigates virtual environment while we watch its brain - http://t.co/jHiCDwZq","http://blogs.nature.com/actionpotential/2012/05/there_is_no_spoon.html#wpn-more-594"
"200717640795295747","200717465599213568","19194353","","","2012-05-10 22:43:09 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@esreif @saralang @newmedianate 

http://t.co/Wup1WX4z","http://www.youtube.com/watch?v=ysCOyAwwtkc"
"200717019111374850","200715925576617985","15754851","","","2012-05-10 22:40:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@SaraLang @newmedianate who's justice beaver?"
"200661013476020225","","","200655188846059522","15754851","2012-05-10 18:58:08 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @SaraLang: #BecauseofObama we have the Lilly Ledbetter Fair Pay Act"
"200651901778403328","","","200650223083716608","15205606","2012-05-10 18:21:55 +0000","web","RT @mcgregormt: #BecauseofObama we have the first federal civil rights legislation to include ?sexual orientation? and ?gender identity.?"
"200651891837911040","","","200651407169294336","14377605","2012-05-10 18:21:53 +0000","web","RT @TheDemocrats: #BecauseOfObama We've created 4.2 million private-sector jobs over 26 consecutive months of job growth."
"200651847399260160","","","200651744391335936","19194353","2012-05-10 18:21:43 +0000","web","RT @esreif: #BecuaseOfObama Our troops are home from Iraq."
"200604586879352832","","","200602209510105088","26080301","2012-05-10 15:13:55 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @ryanroche: RT: Poster I helped designed in HQ @BarackObama A simple proposition from President Obama: http://t.co/fq5Ds9nH","http://instagr.am/p/KbGKfbmud9/"
"200374185355264001","","","","","2012-05-09 23:58:23 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","barackobama's photo http://t.co/Ps9anWjb via @instagram","http://instagr.am/p/KbGKfbmud9/"
"200317620698886144","","","200307118522384384","242153407","2012-05-09 20:13:37 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @Allisonville: Further confirmation that @barackobama prefers to do what's right - even if it's controversial.  So proud.  #MarriageE ..."
"200312690613293058","","","200308401652240384","12534","2012-05-09 19:54:01 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @beep: 1. http://t.co/kBdM23IA
2. http://t.co/in8ctvUn","http://nation.foxnews.com/president-obama/2012/05/09/obama-reverses-position-same-sex-marriage","http://bukk.it/didntread.gif"
"200305283023646721","","","200304189316935681","813286","2012-05-09 19:24:35 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @BarackObama: President Obama announces his support for same-sex marriage: http://t.co/XjdJmqkK","http://OFA.BO/CLBAi9"
"200302253565947906","","","200300488678326272","20002475","2012-05-09 19:12:33 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @stefanjbecket: RT @amaeryllis: President Obama becomes the first United States President to support the right of same-sex couples to ..."
"200301667525197824","","","200298403819831298","14511951","2012-05-09 19:10:13 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @HuffingtonPost: BREAKING: Obama endorses gay marriage http://t.co/Aacca0BK","http://huff.to/JeYwcz"
"200301214200631297","","","200301169527111680","15066958","2012-05-09 19:08:25 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @rachelsterne: Mayor @MikeBloomberg: ""This is a major turning point in the history of American civil rights."" Couldn't agree more. #s ..."
